,video,Last modified,Created,mode,ino,dev,nlink,uid,gid,size,atime,mtime,ctime,metadata,index,codec_name,codec_long_name,profile,codec_type,codec_time_base,codec_tag_string,codec_tag,width,height,coded_width,coded_height,has_b_frames,pix_fmt,level,chroma_location,refs,is_avc,nal_length_size,r_frame_rate,avg_frame_rate,time_base,start_pts,start_time,duration_ts,duration,bit_rate,bits_per_raw_sample,nb_frames,disposition,tags,sample_aspect_ratio,display_aspect_ratio,sample_fmt,sample_rate,channels,channel_layout,bits_per_sample,max_bit_rate,color_range,color_space,color_transfer,color_primaries,quarter_sample,divx_packed,tag_codec_name,tag_profile,tag_codec_type,tag_codec_time_base,tag_codec_tag_string,tag_level,tag_nal_length_size,tag_r_frame_rate,tag_start_pts,tag_start_time,tag_frame_rate,tag_duration,tag_bit_rate,tag_display_aspect_ratio,tag_virus,tag_Offset,mal
244,B1606b0e6_1 (64).mp4,Thu Aug  4 19:48:32 2022,Sat Feb 11 14:29:17 2023,33204,5507095,2053,1,1000,1000,23319327,1677237053,1659631712,1676118557,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '6215114', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,6215114,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
245,A1606b0e6_0 (16).mp4,Thu Aug  4 19:44:12 2022,Sat Feb 11 14:28:07 2023,33204,5506849,2053,1,1000,1000,19351226,1677237053,1659631452,1676118487,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2696400, 'duration': '29.960000', 'bit_rate': '5163839', 'bits_per_raw_sample': '8', 'nb_frames': '749', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2696400,29.960000,5163839,8,749,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
246,B1606b0e6_1 (21).mp4,Thu Aug  4 19:46:54 2022,Sat Feb 11 14:28:47 2023,33204,5507030,2053,1,1000,1000,24779138,1677237053,1659631614,1676118527,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '6604397', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,6604397,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
247,21.mp4,Sat Nov  5 16:05:54 2022,Sat Feb 11 14:28:24 2023,33188,5506956,2053,1,1000,1000,14637345,1677237053,1667657154,1676118504,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'Main', 'codec_type': 'video', 'codec_time_base': '1/48', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 854, 'height': 480, 'coded_width': 864, 'coded_height': 480, 'has_b_frames': 1, 'sample_aspect_ratio': '1:1', 'display_aspect_ratio': '427:240', 'pix_fmt': 'yuv420p', 'level': 30, 'color_range': 'tv', 'color_space': 'bt709', 'color_transfer': 'bt709', 'color_primaries': 'bt709', 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '24/1', 'avg_frame_rate': '24/1', 'time_base': '1/90000', 'start_pts': 3690, 'start_time': '0.041000', 'duration_ts': 14190000, 'duration': '157.666667', 'bit_rate': '608730', 'bits_per_raw_sample': '8', 'nb_frames': '3784', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'VideoHandler'}}, {'index': 1, 'codec_name': 'aac', 'codec_long_name': 'AAC (Advanced Audio Coding)', 'profile': 'LC', 'codec_type': 'audio', 'codec_time_base': '1/44100', 'codec_tag_string': 'mp4a', 'codec_tag': '0x6134706d', 'sample_fmt': 'fltp', 'sample_rate': '44100', 'channels': 2, 'channel_layout': 'stereo', 'bits_per_sample': 0, 'r_frame_rate': '0/0', 'avg_frame_rate': '0/0', 'time_base': '1/44100', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 6956032, 'duration': '157.733152', 'bit_rate': '127999', 'max_bit_rate': '129505', 'nb_frames': '6793', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'SoundHandler'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,Main,video,1/48,avc1,0x31637661,854.0,480.0,864.0,480.0,1.0,yuv420p,30.0,left,1.0,true,4,24/1,24/1,1/90000,3690,0.041000,14190000,157.666667,608730,8,3784,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'language': 'und', 'handler_name': 'VideoHandler'}",1:1,427:240,0,0,0.0,0,0.0,0,tv,bt709,bt709,bt709,0,0,1,3,0,2,1,5,0,7,3,1,0,3,1,18,0,28015,malware
248,B1606b0e6_1 (36).mp4,Thu Aug  4 19:47:28 2022,Sat Feb 11 14:28:57 2023,33204,5507045,2053,1,1000,1000,23814547,1677237053,1659631648,1676118537,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '6347171', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,6347171,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
249,42.mp4,Sat Nov  5 16:06:00 2022,Sat Feb 11 14:28:24 2023,33188,5506979,2053,1,1000,1000,2226021,1677237053,1667657160,1676118504,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/60', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1280, 'height': 720, 'coded_width': 1280, 'coded_height': 720, 'has_b_frames': 2, 'sample_aspect_ratio': '1:1', 'display_aspect_ratio': '16:9', 'pix_fmt': 'yuv420p', 'level': 31, 'color_range': 'tv', 'color_space': 'bt709', 'color_transfer': 'bt709', 'color_primaries': 'bt709', 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '30/1', 'avg_frame_rate': '30/1', 'time_base': '1/15360', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 23552, 'duration': '1.533333', 'bit_rate': '11397433', 'bits_per_raw_sample': '8', 'nb_frames': '46', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2022-08-31T17:37:54.000000Z', 'language': 'und', 'handler_name': 'VideoHandler', 'timecode': '01:00:00:00'}}, {'index': 1, 'codec_name': 'aac', 'codec_long_name': 'AAC (Advanced Audio Coding)', 'profile': 'LC', 'codec_type': 'audio', 'codec_time_base': '1/48000', 'codec_tag_string': 'mp4a', 'codec_tag': '0x6134706d', 'sample_fmt': 'fltp', 'sample_rate': '48000', 'channels': 2, 'channel_layout': 'stereo', 'bits_per_sample': 0, 'r_frame_rate': '0/0', 'avg_frame_rate': '0/0', 'time_base': '1/48000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 73728, 'duration': '1.536000', 'bit_rate': '197598', 'max_bit_rate': '197598', 'nb_frames': '72', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2022-08-31T17:37:54.000000Z', 'language': 'und', 'handler_name': 'SoundHandler'}}, {'index': 2, 'codec_type': 'data', 'codec_tag_string': 'tmcd', 'codec_tag': '0x64636d74', 'r_frame_rate': '0/0', 'avg_frame_rate': '30/1', 'time_base': '1/15360', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 23552, 'duration': '1.533333', 'bit_rate': '20', 'nb_frames': '1', 'disposition': {'default': 0, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'creation_time': '2022-08-31T17:37:54.000000Z', 'language': 'eng', 'handler_name': 'TimeCodeHandler', 'timecode': '01:00:00:00'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/60,avc1,0x31637661,1280.0,720.0,1280.0,720.0,2.0,yuv420p,31.0,left,1.0,true,4,30/1,30/1,1/15360,0,0.000000,23552,1.533333,11397433,8,46,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'creation_time': '2022-08-31T17:37:54.000000Z', 'language': 'und', 'handler_name': 'VideoHandler', 'timecode': '01:00:00:00'}",1:1,16:9,0,0,0.0,0,0.0,0,tv,bt709,bt709,bt709,0,0,1,1,0,6,1,6,0,14,0,0,0,0,0,4,1,28015,malware
250,test (2).mp4,Thu Aug  4 19:43:14 2022,Sat Feb 11 14:29:24 2023,33204,5507136,2053,1,1000,1000,19251078,1677237053,1659631394,1676118564,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 40, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/12800', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 384000, 'duration': '30.000000', 'bit_rate': '5130952', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'VideoHandler'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,40.0,left,1.0,true,4,25/1,25/1,1/12800,0,0.000000,384000,30.000000,5130952,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'language': 'und', 'handler_name': 'VideoHandler'}",0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,8,0,9,0,0,0,3,0,22,0,28015,benign
251,A1606b0e6_0 (2).mp4,Thu Aug  4 19:44:20 2022,Sat Feb 11 14:27:59 2023,33204,5506835,2053,1,1000,1000,24648618,1677237053,1659631460,1676118479,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '6569603', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,6569603,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
252,B1606b0e6_1 (39).mp4,Thu Aug  4 19:47:36 2022,Sat Feb 11 14:28:59 2023,33204,5507048,2053,1,1000,1000,22922326,1677237053,1659631656,1676118539,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '6109250', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,6109250,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
253,B1606b0e6_1 (34).mp4,Thu Aug  4 19:47:24 2022,Sat Feb 11 14:28:56 2023,33204,5507043,2053,1,1000,1000,21122358,1677237053,1659631644,1676118536,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '5629254', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,5629254,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
254,B1606b0e6_1 (17).mp4,Thu Aug  4 19:46:46 2022,Sat Feb 11 14:28:44 2023,33204,5507026,2053,1,1000,1000,22481042,1677237053,1659631606,1676118524,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 50, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/90000', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 2700000, 'duration': '30.000000', 'bit_rate': '5991570', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'eng'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,50.0,left,1.0,true,4,25/1,25/1,1/90000,0,0.000000,2700000,30.000000,5991570,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",{'language': 'eng'},0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,11,0,9,0,0,0,3,0,22,0,28015,benign
255,test (34).mp4,Thu Aug  4 19:43:40 2022,Sat Feb 11 14:29:42 2023,33204,5507168,2053,1,1000,1000,18397661,1677237053,1659631420,1676118582,"[{'index': 0, 'codec_name': 'h264', 'codec_long_name': 'H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10', 'profile': 'High', 'codec_type': 'video', 'codec_time_base': '1/50', 'codec_tag_string': 'avc1', 'codec_tag': '0x31637661', 'width': 1920, 'height': 1080, 'coded_width': 1920, 'coded_height': 1088, 'has_b_frames': 2, 'pix_fmt': 'yuv420p', 'level': 40, 'chroma_location': 'left', 'refs': 1, 'is_avc': 'true', 'nal_length_size': '4', 'r_frame_rate': '25/1', 'avg_frame_rate': '25/1', 'time_base': '1/12800', 'start_pts': 0, 'start_time': '0.000000', 'duration_ts': 384000, 'duration': '30.000000', 'bit_rate': '4903426', 'bits_per_raw_sample': '8', 'nb_frames': '750', 'disposition': {'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}, 'tags': {'language': 'und', 'handler_name': 'VideoHandler'}}]",0,h264,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,High,video,1/50,avc1,0x31637661,1920.0,1080.0,1920.0,1088.0,2.0,yuv420p,40.0,left,1.0,true,4,25/1,25/1,1/12800,0,0.000000,384000,30.000000,4903426,8,750,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}","{'language': 'und', 'handler_name': 'VideoHandler'}",0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,1,8,0,9,0,0,0,3,0,22,0,28015,benign
